"Attrition","Age","MonthlyIncome","PercentSalaryHike","PerformanceRating","JobLevel","TotalWorkingYears","Education","EnvironmentSatisfaction","TrainingTimesLastYear","RelationshipSatisfaction","JobSatisfaction","DistanceFromHome","WorkLifeBalance","JobInvolvement","StockOptionLevel","NumCompaniesWorked","YearsAtCompany","YearsInCurrentRole","YearsSinceLastPromotion","YearsWithCurrManager","Gender","OverTime","EducationField","BusinessTravel","Department","MaritalStatus","JobRole","HourlyRate","DailyRate","MonthlyRate"
0,39,17068,14,3,4,21,1,3,3,4,1,10,3,3,0,1,21,9,11,10,"1","1","Medical","Travel_Rarely","Research & Development","Married","Manager",99,117,5355
0,43,2455,19,3,1,9,4,3,5,1,4,10,3,3,0,0,8,7,1,7,"0","0","Life Sciences","Travel_Frequently","Research & Development","Single","Laboratory Technician",33,185,10675
0,49,13964,12,3,4,25,2,3,2,4,3,1,3,2,0,7,7,1,0,7,"0","1","Technical Degree","Travel_Rarely","Research & Development","Single","Healthcare Representative",90,1091,17810
1,52,4941,15,3,2,11,4,3,3,1,2,8,2,2,0,2,8,2,7,7,"1","0","Medical","Travel_Rarely","Research & Development","Married","Research Scientist",85,723,17747
0,27,2478,12,3,1,4,3,3,2,2,2,5,2,3,0,1,4,3,1,2,"0","1","Life Sciences","Travel_Rarely","Research & Development","Single","Research Scientist",85,1220,20938
0,32,5228,11,3,2,13,2,3,2,4,2,8,3,2,0,1,13,12,11,9,"0","1","Technical Degree","Travel_Rarely","Sales","Married","Sales Executive",65,588,24624
0,27,4478,11,3,2,5,3,4,3,1,3,2,3,3,0,1,5,4,0,4,"1","1","Life Sciences","Travel_Rarely","Sales","Single","Sales Executive",74,1377,5242
0,31,7547,12,3,2,13,3,4,3,4,4,7,3,3,3,4,7,7,1,7,"1","0","Marketing","Travel_Rarely","Sales","Divorced","Sales Executive",73,691,7143
0,32,5055,16,3,2,10,4,1,0,3,4,2,2,4,0,7,7,7,0,7,"0","0","Medical","Travel_Rarely","Research & Development","Single","Research Scientist",74,1018,10557
1,28,3464,13,3,1,5,4,1,4,4,4,2,2,1,0,5,3,2,2,2,"1","1","Medical","Travel_Rarely","Research & Development","Married","Research Scientist",84,1157,24737
0,30,5775,13,3,2,11,2,4,2,4,4,28,3,3,2,1,10,8,1,9,"0","0","Medical","Travel_Rarely","Research & Development","Married","Research Scientist",64,1275,11934
0,31,8943,24,4,3,10,2,3,2,1,3,7,3,2,1,1,10,9,8,9,"0","0","Life Sciences","Travel_Frequently","Research & Development","Married","Manufacturing Director",48,798,14034
0,39,19272,15,3,5,21,2,3,2,1,4,7,3,2,1,1,21,9,13,3,"1","0","Medical","Travel_Frequently","Research & Development","Married","Manager",54,672,21141
1,39,5238,18,3,2,12,2,4,3,1,3,3,2,3,0,4,1,0,0,0,"0","1","Medical","Travel_Rarely","Sales","Married","Sales Executive",41,1162,17778
0,33,4682,14,3,2,9,3,2,6,3,4,10,2,2,0,3,7,7,0,1,"1","0","Marketing","Travel_Frequently","Sales","Single","Sales Executive",46,508,4317
0,47,18300,11,3,5,21,5,4,2,2,3,5,3,3,1,4,3,2,1,1,"1","0","Life Sciences","Travel_Rarely","Research & Development","Married","Research Director",42,1482,16375
0,43,5257,11,3,2,9,4,3,3,2,3,10,4,2,1,1,9,7,0,0,"0","0","Life Sciences","Travel_Frequently","Research & Development","Divorced","Laboratory Technician",82,559,6227
0,27,6349,13,3,2,6,1,3,0,4,2,1,3,3,1,0,5,4,1,4,"1","1","Marketing","Non-Travel","Sales","Married","Sales Executive",73,210,22107
0,54,4869,12,3,2,20,4,4,4,4,3,20,2,3,0,3,4,3,0,3,"0","0","Life Sciences","Travel_Frequently","Research & Development","Single","Research Scientist",31,928,16885
0,43,9985,16,3,3,10,3,3,1,1,1,7,2,3,1,8,1,0,0,0,"0","0","Life Sciences","Travel_Rarely","Research & Development","Married","Healthcare Representative",43,1001,9262
0,45,3697,14,3,2,12,4,4,3,1,4,8,3,3,2,9,10,9,9,8,"1","0","Other","Travel_Rarely","Research & Development","Married","Research Scientist",75,549,9278
0,40,7457,22,4,2,6,2,2,2,3,4,1,2,1,3,2,4,3,0,2,"1","1","Medical","Travel_Rarely","Sales","Married","Sales Executive",57,1124,13273
1,29,2119,11,3,1,7,4,2,4,4,1,8,2,1,0,1,7,7,0,7,"1","1","Other","Travel_Rarely","Research & Development","Married","Laboratory Technician",77,318,4759
0,29,3983,17,3,1,4,5,2,2,3,4,9,3,2,0,0,3,2,2,2,"1","0","Other","Travel_Rarely","Research & Development","Single","Laboratory Technician",30,738,7621
0,30,6118,13,3,2,10,3,4,2,3,3,5,3,2,3,1,10,9,1,2,"0","0","Marketing","Travel_Rarely","Sales","Divorced","Sales Executive",30,570,5431
0,27,6214,18,3,2,8,4,2,3,1,2,8,3,3,1,1,8,7,0,7,"0","0","Marketing","Travel_Rarely","Sales","Married","Sales Executive",56,1130,3415
0,37,6347,16,3,2,8,2,4,2,3,4,5,2,3,2,7,6,2,0,4,"1","0","Medical","Travel_Rarely","Research & Development","Divorced","Manufacturing Director",61,1192,23177
0,38,11510,14,3,3,12,2,3,3,2,4,15,3,2,1,0,11,10,2,9,"1","1","Life Sciences","Travel_Rarely","Research & Development","Divorced","Research Director",92,343,15682
0,31,7143,14,3,3,11,4,3,2,3,4,7,2,3,0,1,11,9,4,10,"0","1","Medical","Travel_Rarely","Research & Development","Single","Manufacturing Director",39,1232,25713
0,29,8268,14,3,2,7,1,4,2,1,2,10,3,2,2,1,7,7,1,7,"0","1","Marketing","Travel_Rarely","Sales","Divorced","Sales Executive",39,144,11866
0,35,8095,13,3,3,17,4,3,5,4,2,5,3,3,0,0,16,6,0,13,"1","0","Technical Degree","Travel_Rarely","Research & Development","Single","Manufacturing Director",62,1296,18264
0,23,2904,12,3,1,4,1,3,2,3,4,26,2,3,2,1,4,2,0,2,"1","0","Life Sciences","Travel_Rarely","Research & Development","Divorced","Research Scientist",83,1309,16092
0,41,6032,15,3,2,8,3,4,3,4,2,6,3,2,0,6,5,4,1,2,"1","1","Medical","Travel_Rarely","Research & Development","Single","Manufacturing Director",95,483,10110
0,47,2976,19,3,2,5,1,2,3,1,3,4,3,3,0,3,0,0,0,0,"1","0","Medical","Travel_Frequently","Sales","Single","Sales Representative",99,1309,25751
0,42,15992,14,3,4,16,5,1,2,2,4,23,3,3,0,2,1,0,0,0,"0","0","Life Sciences","Travel_Rarely","Research & Development","Single","Research Director",44,810,15901
0,29,4649,14,3,2,4,3,4,3,1,3,2,2,3,1,1,4,3,0,2,"1","0","Life Sciences","Non-Travel","Sales","Married","Sales Executive",61,746,16928
0,42,2696,11,3,1,4,1,3,5,3,3,2,3,3,1,0,3,2,1,0,"1","1","Technical Degree","Travel_Rarely","Human Resources","Divorced","Human Resources",52,544,24017
0,32,2370,13,3,1,8,3,3,4,3,2,2,3,3,1,1,8,0,0,7,"0","0","Medical","Travel_Rarely","Research & Development","Married","Laboratory Technician",75,1062,3956
0,48,12504,21,4,3,15,1,1,3,2,3,29,1,3,1,3,0,0,0,0,"0","0","Medical","Travel_Rarely","Sales","Married","Manager",91,530,23978
0,37,5974,13,3,2,13,3,3,2,1,1,6,3,4,2,4,7,7,6,7,"1","1","Medical","Travel_Rarely","Research & Development","Divorced","Research Scientist",51,1319,17001
0,30,4736,12,3,2,4,2,4,2,2,3,25,4,3,1,7,2,2,2,2,"0","1","Technical Degree","Non-Travel","Sales","Married","Sales Executive",85,641,6069
0,26,5296,17,3,2,8,3,3,3,2,3,1,3,3,1,1,8,7,7,7,"1","0","Life Sciences","Travel_Rarely","Sales","Married","Sales Executive",57,933,20156
0,42,6781,23,4,2,14,4,1,6,2,4,2,3,2,0,3,1,0,0,0,"1","0","Other","Travel_Rarely","Research & Development","Single","Healthcare Representative",98,1332,17078
1,21,2174,11,3,1,3,1,1,3,3,2,1,3,2,0,1,3,2,1,2,"0","1","Technical Degree","Travel_Frequently","Sales","Single","Sales Representative",99,756,9150
0,36,6653,15,3,2,7,5,4,6,2,4,1,3,3,0,4,1,0,0,0,"0","0","Medical","Non-Travel","Sales","Single","Sales Executive",45,845,15276
0,36,9699,11,3,3,16,4,1,2,1,4,3,3,2,1,4,13,9,1,12,"1","0","Medical","Travel_Frequently","Sales","Married","Sales Executive",48,541,7246
0,57,6755,11,3,2,15,4,4,2,3,3,1,3,3,0,2,3,2,1,2,"1","0","Medical","Travel_Rarely","Research & Development","Married","Healthcare Representative",88,593,2967
0,40,2213,13,3,1,10,4,4,3,3,3,10,3,4,1,3,7,7,1,7,"0","1","Life Sciences","Travel_Rarely","Research & Development","Married","Laboratory Technician",46,1171,22495
0,21,2610,24,4,1,3,2,1,3,3,4,9,2,3,0,1,3,2,2,2,"1","0","Medical","Non-Travel","Sales","Single","Sales Representative",39,895,2851
1,33,2851,13,3,1,1,3,4,2,2,3,5,3,3,0,1,1,0,0,0,"0","1","Marketing","Travel_Rarely","Sales","Single","Sales Representative",34,350,9150
0,37,3452,20,4,1,17,3,3,3,2,1,10,3,3,1,6,5,4,0,3,"0","0","Medical","Travel_Rarely","Research & Development","Married","Laboratory Technician",98,921,17663
0,46,5258,14,3,2,7,4,3,2,3,3,7,4,3,0,2,1,0,0,0,"0","0","Medical","Non-Travel","Research & Development","Married","Manufacturing Director",30,1144,16044
1,41,9355,18,3,2,8,3,1,5,3,2,4,3,3,0,1,8,7,7,7,"1","0","Marketing","Travel_Frequently","Sales","Single","Sales Executive",56,143,9558
0,50,10496,15,3,3,20,3,4,2,4,4,10,3,2,0,6,4,3,1,3,"1","0","Technical Degree","Travel_Rarely","Research & Development","Single","Healthcare Representative",100,1046,2755
1,40,6380,12,3,2,8,2,3,6,1,3,22,3,2,2,2,6,4,1,0,"1","1","Marketing","Travel_Rarely","Sales","Married","Sales Executive",68,575,6110
0,31,2657,16,3,1,3,4,3,5,4,2,9,3,2,0,0,2,2,2,2,"1","1","Life Sciences","Travel_Rarely","Research & Development","Single","Research Scientist",42,408,7551
1,21,2716,15,3,1,1,3,3,0,4,2,12,3,4,0,1,1,0,0,0,"0","0","Life Sciences","Travel_Rarely","Sales","Single","Sales Representative",90,156,25422
0,29,2201,16,3,1,6,3,4,4,4,4,23,3,3,0,9,3,2,1,2,"1","0","Life Sciences","Travel_Rarely","Research & Development","Single","Research Scientist",54,1283,18168
0,35,6540,19,3,2,10,4,3,5,3,2,9,3,2,0,9,1,1,0,0,"1","0","Life Sciences","Travel_Rarely","Research & Development","Single","Healthcare Representative",97,755,19394
0,27,3816,11,3,1,5,2,4,2,2,2,1,3,3,1,1,5,2,0,4,"1","0","Medical","Travel_Rarely","Research & Development","Divorced","Laboratory Technician",82,1469,17881
0,28,5253,16,3,2,7,4,2,1,4,4,9,3,3,0,1,7,5,0,7,"1","0","Life Sciences","Travel_Rarely","Sales","Single","Sales Executive",92,304,20750
0,49,10965,24,4,3,26,3,2,2,3,3,7,3,2,0,8,5,2,0,0,"1","0","Other","Travel_Rarely","Research & Development","Single","Healthcare Representative",31,1261,12066
0,51,4936,11,3,2,18,2,3,2,3,4,14,2,3,1,4,7,7,0,7,"0","0","Life Sciences","Travel_Rarely","Sales","Married","Sales Executive",87,1178,14862
0,36,2543,13,3,1,6,3,4,3,2,3,2,3,3,1,4,2,2,2,2,"0","0","Life Sciences","Travel_Rarely","Research & Development","Married","Research Scientist",96,329,11868
1,34,5304,13,3,2,9,3,1,3,2,4,19,2,4,0,8,5,2,0,4,"1","1","Marketing","Non-Travel","Sales","Single","Sales Executive",67,1362,4652
0,55,16659,13,3,4,30,3,3,2,3,4,2,3,3,0,2,5,4,1,2,"0","1","Life Sciences","Travel_Rarely","Research & Development","Single","Manager",97,1311,23258
0,24,4260,12,3,2,5,4,4,2,4,3,10,4,3,1,1,5,2,0,3,"0","1","Marketing","Travel_Rarely","Sales","Divorced","Sales Executive",77,1371,5915
0,30,2476,18,3,1,1,1,3,3,1,2,2,3,3,1,1,1,0,0,0,"1","0","Technical Degree","Travel_Rarely","Sales","Married","Sales Representative",72,202,17434
1,26,3102,22,4,1,7,1,3,2,3,1,3,3,3,0,0,6,4,0,4,"1","0","Technical Degree","Travel_Frequently","Research & Development","Single","Research Scientist",73,575,6582
0,22,2244,13,3,1,2,3,1,1,4,2,11,3,3,1,1,2,1,1,2,"0","0","Medical","Travel_Rarely","Research & Development","Married","Research Scientist",43,253,24440
0,36,7596,13,3,3,10,2,2,2,2,3,2,3,2,2,1,10,9,9,0,"1","0","Medical","Travel_Rarely","Sales","Married","Sales Executive",61,164,3809
1,30,2285,23,4,1,3,3,3,4,3,4,4,3,3,0,9,1,0,0,0,"1","1","Technical Degree","Travel_Frequently","Research & Development","Single","Research Scientist",40,464,3427
0,37,3034,12,3,1,18,3,4,2,3,1,14,2,3,1,1,18,7,12,17,"0","0","Life Sciences","Travel_Rarely","Research & Development","Divorced","Laboratory Technician",95,1107,26914
0,40,5715,12,3,2,8,2,4,5,3,2,2,3,3,2,7,5,4,1,3,"0","0","Marketing","Travel_Rarely","Sales","Divorced","Sales Executive",46,759,22553
0,42,2576,16,3,1,8,4,2,5,2,1,1,3,3,1,3,5,2,1,2,"0","0","Life Sciences","Travel_Rarely","Research & Development","Divorced","Laboratory Technician",95,201,20490
0,37,4197,12,3,2,18,4,3,2,4,2,10,2,3,0,2,1,0,0,1,"1","1","Life Sciences","Travel_Rarely","Research & Development","Single","Manufacturing Director",49,1305,21123
0,43,14336,11,3,4,25,3,1,3,3,2,12,3,2,1,1,25,10,3,9,"1","0","Life Sciences","Travel_Rarely","Research & Development","Divorced","Research Director",59,982,4345
0,40,3448,22,4,2,20,3,2,3,2,3,2,3,2,1,6,1,0,0,0,"0","0","Medical","Travel_Rarely","Research & Development","Married","Laboratory Technician",78,555,13436
0,54,19406,11,3,5,24,2,1,4,3,1,5,2,3,1,4,4,2,1,2,"1","0","Medical","Travel_Rarely","Research & Development","Married","Research Director",86,821,8509
0,34,6538,15,3,2,6,4,3,3,1,3,4,3,3,1,9,3,2,1,2,"0","0","Marketing","Non-Travel","Sales","Married","Sales Executive",72,1381,12740
0,31,4306,12,3,2,13,2,2,5,2,1,7,1,3,1,1,13,10,3,12,"0","0","Medical","Travel_Rarely","Research & Development","Married","Manufacturing Director",31,480,4156
0,43,2258,20,4,1,8,3,4,1,1,4,21,3,3,1,7,3,2,1,2,"1","0","Medical","Travel_Frequently","Research & Development","Married","Laboratory Technician",61,313,15238
0,43,4522,14,3,2,8,4,3,3,4,3,8,3,3,0,4,5,2,0,2,"0","1","Other","Travel_Rarely","Research & Development","Divorced","Healthcare Representative",74,1473,2227
0,25,4487,11,3,2,5,2,2,3,2,4,4,3,2,0,1,5,4,1,3,"0","1","Life Sciences","Travel_Rarely","Sales","Single","Sales Executive",99,891,12090
0,37,4449,15,3,2,15,5,2,2,1,3,25,3,3,2,3,13,11,10,7,"0","1","Medical","Non-Travel","Research & Development","Married","Research Scientist",72,1063,23866
0,31,2218,12,3,1,4,2,4,3,3,1,1,3,2,1,1,4,2,3,2,"1","0","Life Sciences","Travel_Rarely","Research & Development","Married","Laboratory Technician",98,329,16193
0,39,19197,14,3,5,21,1,2,3,3,3,1,3,3,1,1,21,8,1,6,"1","1","Life Sciences","Travel_Frequently","Research & Development","Divorced","Manager",52,1218,8213
0,56,13212,11,3,4,36,3,3,0,4,1,6,2,4,3,9,7,7,7,7,"0","0","Life Sciences","Travel_Frequently","Sales","Married","Sales Executive",86,906,18256
0,30,6577,11,3,2,6,3,2,6,2,3,12,3,3,0,0,5,4,4,4,"0","0","Technical Degree","Travel_Rarely","Sales","Single","Sales Executive",83,1082,19558
0,41,8392,16,3,3,10,3,2,2,3,1,1,3,4,1,1,10,7,0,7,"1","0","Marketing","Travel_Rarely","Sales","Married","Sales Executive",49,645,19566
0,28,4558,12,3,2,10,2,3,2,4,1,17,3,3,1,1,10,0,1,8,"1","0","Medical","Travel_Rarely","Research & Development","Divorced","Laboratory Technician",79,1300,13535
1,25,4031,13,3,1,6,3,1,5,3,1,3,3,3,1,5,2,2,0,2,"1","0","Medical","Travel_Rarely","Research & Development","Married","Laboratory Technician",91,688,9396
0,52,7969,14,3,3,28,3,4,4,3,3,3,3,2,0,2,5,4,0,4,"1","1","Medical","Travel_Rarely","Research & Development","Married","Manufacturing Director",39,319,19609
0,45,2654,21,4,1,8,2,1,3,4,4,10,2,3,2,3,2,2,0,2,"1","0","Life Sciences","Travel_Rarely","Research & Development","Married","Research Scientist",69,192,9655
0,52,16555,13,3,4,31,2,4,2,4,4,4,1,3,0,2,5,2,1,4,"0","0","Life Sciences","Travel_Rarely","Research & Development","Married","Manager",30,1490,10310
0,42,4556,11,3,2,19,2,1,3,2,3,29,3,3,1,2,5,4,0,2,"0","0","Life Sciences","Travel_Frequently","Research & Development","Divorced","Research Scientist",92,532,12932
0,30,6091,20,4,2,11,3,3,2,3,4,2,3,1,0,2,5,4,0,2,"0","0","Life Sciences","Travel_Rarely","Research & Development","Single","Manufacturing Director",43,317,24793
0,60,19566,11,3,5,33,3,1,5,4,1,7,1,3,0,5,29,8,11,10,"0","0","Life Sciences","Travel_Rarely","Research & Development","Married","Manager",41,422,3854
0,46,4810,14,3,2,19,3,3,5,3,3,18,2,3,1,2,10,7,0,8,"0","0","Medical","Travel_Rarely","Research & Development","Divorced","Manufacturing Director",87,1485,26314
0,42,4523,11,3,2,7,4,4,4,4,4,28,4,2,3,0,6,5,0,4,"0","0","Technical Degree","Travel_Frequently","Research & Development","Married","Healthcare Representative",88,1368,4386
1,24,3202,16,3,1,6,1,1,4,2,2,1,3,3,0,1,5,3,1,4,"0","1","Technical Degree","Travel_Rarely","Sales","Single","Sales Representative",62,1448,21972
1,34,2351,16,3,1,3,2,4,3,4,3,6,2,1,1,0,2,2,1,0,"0","0","Marketing","Travel_Frequently","Sales","Divorced","Sales Representative",33,296,12253
0,38,1702,23,4,1,1,2,4,3,3,4,2,3,3,1,1,1,0,0,0,"1","1","Life Sciences","Travel_Frequently","Research & Development","Married","Laboratory Technician",42,1490,12106
0,40,18041,14,3,5,21,4,3,2,4,3,2,3,3,0,0,20,15,1,12,"0","0","Life Sciences","Travel_Rarely","Sales","Married","Manager",79,1398,13022
0,26,2886,22,4,1,3,3,1,3,2,4,23,1,3,2,1,3,2,0,2,"0","0","Life Sciences","Travel_Rarely","Research & Development","Divorced","Research Scientist",90,1349,3032
0,30,2097,15,3,1,9,3,3,3,3,4,3,1,3,1,4,5,3,1,4,"1","0","Life Sciences","Non-Travel","Research & Development","Married","Laboratory Technician",53,1400,16734
0,29,11935,18,3,3,10,4,2,2,3,3,3,3,2,0,1,10,2,0,7,"1","0","Medical","Travel_Rarely","Research & Development","Married","Research Director",93,986,21526
1,29,2546,16,3,1,6,5,3,2,2,2,25,4,2,0,5,2,2,1,1,"0","0","Technical Degree","Travel_Rarely","Research & Development","Married","Research Scientist",71,408,18300
1,19,2564,12,3,1,1,2,1,3,3,4,2,4,2,0,1,1,0,0,0,"1","0","Technical Degree","Travel_Rarely","Human Resources","Single","Human Resources",52,489,18437
0,30,8412,11,3,3,10,4,3,3,3,1,22,3,3,0,0,9,8,7,8,"0","0","Other","Non-Travel","Sales","Married","Sales Executive",69,1398,2890
0,57,14118,12,3,4,32,3,1,3,3,4,29,2,2,1,3,1,0,0,0,"1","0","Marketing","Travel_Rarely","Sales","Divorced","Manager",56,210,22102
0,50,17046,15,3,4,28,4,2,2,2,3,29,3,2,1,0,27,10,15,7,"1","0","Life Sciences","Travel_Rarely","Research & Development","Married","Manager",88,1099,9314
0,30,2564,14,3,1,12,3,3,2,3,4,2,2,3,0,0,11,7,6,7,"0","0","Medical","Non-Travel","Research & Development","Single","Laboratory Technician",49,1116,7181
0,60,10266,19,3,3,22,3,3,5,4,1,28,4,2,0,4,18,13,13,11,"0","0","Marketing","Travel_Frequently","Sales","Married","Sales Executive",80,1499,2845
0,47,5070,13,3,2,20,2,1,2,3,4,2,3,3,3,5,5,0,0,4,"0","0","Medical","Travel_Rarely","Research & Development","Divorced","Manufacturing Director",65,983,7389
0,46,17861,13,3,4,26,3,1,2,3,3,2,1,3,0,6,3,2,0,1,"1","0","Life Sciences","Travel_Rarely","Research & Development","Married","Research Director",51,1009,2288
0,35,4230,15,3,1,6,3,4,2,3,3,22,3,1,0,0,5,4,4,3,"1","0","Life Sciences","Travel_Rarely","Research & Development","Single","Laboratory Technician",46,144,19225
0,54,3780,11,3,2,19,4,3,3,3,3,8,3,3,0,7,1,0,0,0,"0","0","Life Sciences","Travel_Rarely","Research & Development","Single","Laboratory Technician",42,548,23428
0,34,2768,12,3,1,14,4,4,3,3,3,2,3,2,1,3,7,3,5,7,"1","0","Life Sciences","Travel_Rarely","Research & Development","Divorced","Research Scientist",62,1303,8416
0,46,9071,19,3,3,15,3,3,3,3,4,10,3,2,1,2,3,2,1,2,"0","1","Marketing","Travel_Rarely","Sales","Married","Sales Executive",94,1125,11563
0,31,10648,25,4,3,13,1,3,6,4,2,9,4,3,1,1,13,8,0,8,"1","0","Life Sciences","Travel_Rarely","Research & Development","Divorced","Manufacturing Director",33,1274,14394
1,33,13610,12,3,3,15,1,2,2,4,3,15,4,3,0,7,7,6,7,7,"1","1","Medical","Travel_Rarely","Research & Development","Married","Manager",56,1277,24619
1,33,3408,13,3,1,8,1,1,2,1,4,10,3,1,3,7,4,3,1,3,"1","0","Medical","Travel_Rarely","Research & Development","Divorced","Laboratory Technician",38,587,6705
0,30,2983,14,3,1,4,1,4,3,1,2,7,3,3,0,0,3,2,1,2,"1","0","Marketing","Travel_Rarely","Sales","Single","Sales Representative",57,413,18398
0,35,7632,12,3,3,10,3,4,2,3,3,16,3,3,0,4,8,7,0,0,"1","1","Life Sciences","Travel_Rarely","Research & Development","Married","Healthcare Representative",72,1276,14295
1,31,9824,12,3,3,12,3,1,2,1,3,20,3,3,0,3,1,0,0,0,"1","0","Life Sciences","Travel_Frequently","Research & Development","Married","Healthcare Representative",66,534,22908
1,34,9950,15,3,3,11,3,2,2,3,1,23,3,3,3,9,3,2,0,2,"0","1","Human Resources","Travel_Frequently","Human Resources","Divorced","Human Resources",43,988,11533
0,42,2093,17,3,1,8,2,2,4,4,3,5,3,3,1,4,2,2,2,0,"1","0","Other","Travel_Frequently","Research & Development","Married","Laboratory Technician",97,1474,9260
0,36,9980,14,3,3,10,4,2,3,4,4,10,2,3,0,1,10,3,9,7,"1","0","Medical","Non-Travel","Sales","Single","Sales Executive",32,635,15318
1,22,3894,16,3,1,4,1,3,3,3,3,4,3,2,0,5,2,2,1,2,"1","0","Technical Degree","Travel_Frequently","Research & Development","Single","Laboratory Technician",99,1368,9129
0,48,4051,14,3,2,14,5,2,2,1,4,2,3,3,1,2,9,7,6,7,"0","0","Marketing","Travel_Rarely","Sales","Married","Sales Executive",37,163,19658
0,55,16835,23,4,4,37,5,1,2,4,2,18,3,3,0,3,10,9,7,7,"0","0","Life Sciences","Travel_Rarely","Sales","Single","Manager",83,1117,9873
0,41,6230,14,3,2,16,2,4,3,4,4,10,3,3,0,7,14,3,1,10,"1","0","Life Sciences","Non-Travel","Sales","Single","Sales Executive",56,267,13430
0,35,4717,11,3,2,15,3,2,2,3,3,1,3,3,0,9,11,9,6,9,"1","0","Marketing","Travel_Rarely","Sales","Married","Sales Executive",85,619,18659
0,40,13237,15,3,4,22,3,2,3,3,3,6,3,3,0,7,20,6,5,13,"0","0","Life Sciences","Travel_Rarely","Research & Development","Single","Manufacturing Director",75,302,20364
0,39,3755,11,3,1,8,1,3,3,1,3,8,3,3,1,1,8,3,0,7,"0","0","Life Sciences","Travel_Frequently","Research & Development","Married","Laboratory Technician",48,443,17872
0,31,6582,13,3,2,10,1,2,2,3,4,2,4,3,0,4,6,5,0,5,"1","1","Life Sciences","Travel_Rarely","Sales","Single","Sales Executive",77,828,8346
0,42,7406,21,4,3,10,3,4,5,4,1,24,2,3,1,1,10,9,5,8,"1","1","Medical","Travel_Rarely","Research & Development","Married","Manufacturing Director",56,319,6950
0,45,4805,19,3,2,9,3,4,3,2,2,2,4,3,1,0,8,7,3,7,"1","0","Other","Travel_Rarely","Sales","Married","Sales Executive",61,561,16177
1,26,2741,11,3,1,8,4,2,2,2,3,17,2,3,1,0,7,7,1,0,"0","1","Life Sciences","Travel_Frequently","Human Resources","Divorced","Human Resources",58,426,22808
0,29,4262,12,3,2,8,3,4,2,2,4,19,4,3,2,4,3,2,1,2,"1","0","Technical Degree","Travel_Rarely","Research & Development","Divorced","Manufacturing Director",34,232,22645
0,33,16184,19,3,4,10,5,1,2,3,3,1,3,4,1,4,6,1,0,5,"0","0","Medical","Travel_Rarely","Research & Development","Divorced","Research Director",95,922,22578
0,31,11557,21,4,3,10,3,3,3,3,4,7,2,2,1,9,5,4,0,1,"1","0","Life Sciences","Travel_Rarely","Sales","Divorced","Manager",44,688,25291
1,18,1878,14,3,1,0,3,2,3,4,2,5,3,3,0,1,0,0,0,0,"1","1","Marketing","Travel_Frequently","Sales","Single","Sales Representative",69,1306,8059
0,40,10932,15,3,3,20,3,3,2,3,1,28,3,1,1,3,1,0,0,1,"1","0","Other","Non-Travel","Sales","Divorced","Sales Executive",58,1094,11373
0,41,6811,17,3,2,10,4,1,3,1,3,2,3,2,0,2,8,7,0,7,"0","1","Other","Non-Travel","Research & Development","Single","Healthcare Representative",62,509,2112
0,26,4306,12,3,2,8,2,1,5,1,3,29,3,3,2,5,0,0,0,0,"1","0","Medical","Travel_Rarely","Sales","Divorced","Sales Executive",45,775,4267
0,35,4859,16,3,2,5,3,1,3,4,3,1,3,3,0,1,5,4,0,3,"0","0","Medical","Travel_Rarely","Sales","Single","Sales Executive",80,195,6698
0,34,5337,12,3,2,10,4,4,3,4,4,21,3,4,0,1,10,7,5,7,"1","0","Life Sciences","Travel_Rarely","Sales","Single","Sales Executive",74,258,19921
1,26,2340,18,3,1,1,3,3,3,2,4,24,1,1,0,1,1,0,0,0,"1","1","Technical Degree","Travel_Rarely","Research & Development","Single","Laboratory Technician",66,471,23213
0,37,7491,17,3,3,12,3,2,3,4,4,1,4,3,0,4,6,5,1,2,"0","0","Technical Degree","Travel_Rarely","Research & Development","Single","Manufacturing Director",59,799,23848
0,46,10527,11,3,3,28,1,1,3,4,3,18,2,3,0,5,2,2,1,2,"0","0","Medical","Travel_Frequently","Research & Development","Married","Healthcare Representative",86,1034,8984
0,41,16595,16,3,4,22,5,2,2,2,1,2,3,3,1,7,18,16,11,8,"0","0","Life Sciences","Travel_Rarely","Sales","Married","Manager",91,1276,5626
0,37,8834,13,3,3,9,4,1,6,4,2,9,3,3,1,1,9,5,7,7,"1","0","Medical","Non-Travel","Sales","Divorced","Sales Executive",69,142,24666
0,52,5577,12,3,2,18,2,4,3,2,1,6,3,3,2,3,10,9,6,9,"1","1","Technical Degree","Travel_Rarely","Research & Development","Divorced","Research Scientist",78,956,22087
1,32,4707,12,3,2,6,4,4,2,4,3,11,3,4,0,8,4,2,1,2,"1","0","Other","Non-Travel","Sales","Married","Sales Executive",60,1474,23914
0,24,2400,13,3,1,3,3,4,3,3,4,24,3,3,2,0,2,2,2,1,"1","0","Medical","Travel_Frequently","Sales","Married","Sales Representative",38,535,5530
0,38,9824,19,3,2,18,3,3,4,3,3,10,3,3,1,3,1,0,0,0,"0","0","Medical","Travel_Rarely","Research & Development","Married","Healthcare Representative",76,1495,22174
0,37,6447,12,3,2,8,4,2,2,2,2,1,2,3,1,6,6,5,4,3,"0","0","Life Sciences","Travel_Rarely","Research & Development","Married","Manufacturing Director",65,446,15701
0,49,19502,17,3,5,31,4,4,5,3,3,18,3,2,1,1,31,9,0,9,"1","1","Life Sciences","Travel_Rarely","Research & Development","Divorced","Research Director",58,1245,2125
